173.7,25.304
183.35,25.987
185.7,26.420
199.85,27.439
204.3,27.859
207.8,28.087
209.6,28.141
212.6,28.278
218.05,29.183
224,33.157
242,33.705
247.88,33.890
284,34.999
287,35.294
289,35.706
293.5,35.892
296,36.051
309,36.700
319.8,36.969
340,37.753
342,37.872
343.5,38.093
345,38.159
